doc_id;username;retweet_count;favorite_count;full_text;label;topic
16875;;;;Autoren solcher Texte duerfen gerne mal in meinem Wahlkreis vorbeikommen. Ich habe erstaunlich viele solcher angeblichen Einzelfaelle vorzuweisen. Und dass sich das Phaenomen verstaerken wird, dafuer braucht man eigentlich nur eines: gesunden Menschenverstand!;positive;
3964;karl_lauterbach;1182;8504;Bolsonaro ist eine Katastrophe fuer die Welt. Er ueberlaesst Arme und Alte dem Tod durch Coronavirus und will, dass ihr Schicksal unmenschlich verschwiegen wird. Den Regenwald laesst er abholzen und beschleunigt den Klimawandel fuer alle Menschen. Er muss weg;negative;Außenpolitik, Corona
48042;EskenSaskia;400;6350;Wenn ich sage: ... wuerde ich es sehr begruessen, wenn (wir) all denen, die ... ein soziales Dienstjahr leisten wollen, auch einen Platz (anbieten) und daraus entsteht die Meldung SPD-Chefin offen fuer Pflichtjahr im Dienst der Allgemeinheit, dann ist was schiefgelaufen, oder?;negative;Gesundheitspolitik, Sozialpolitik
54713;karl_lauterbach;367;2872;Gauland hat nicht nur respektlos bei der Rede des israelischen Praesidenten gesessen. Seine Fraktion hat den Beifall verweigert, besonders als es bei Steinmeier um neue Gefahren des Nationalsozialismus in Deutschland ging. Da schien sich die AfD, zu Recht, angesprochen zu fuehlen;negative;AfD, Rechtsradikalismus
14922;alice_weidel;762;2601;Merkel betreibt einmal mehr Europapolitik gegen die Interessen der deutschen Buerger und Steuerzahler, um sich als grosse Europaeerin feiern zu lassen. Rechts- und Verfassungsbruch wird in Kauf genommen. Merkel und Macron sind die Totengraeber der Demokratie in Europa! EUGipfel;negative;EU, Außenpolitik
23676;karl_lauterbach;336;2265;Den Pandemie-Notfall fuer beendet zu erklaeren waere Fehler. Es setzt falsches Signal, wir haetten das Virus schon besiegt. Davon kann aber leider keine Rede sein. Fruehestens mit der Impfung ist der Spuk zu Ende. Mit jedem falschen Signal waechst der Leichtsinn;negative;Corona
43491;GregorGysi;516;2156;Pfleger/innen leisten eine harte Arbeit und werden schlecht bezahlt. Das geht ueberhaupt nicht. Wenn wir das Problem loesen wollen, muessen wir erst einmal den Wert dieser Arbeit erhoehen. Da gehts auch nicht um 5 oder 10  Prozent mehr Lohn, da gehts um eine Verdopplung. @ZDF;negative;Gesundheitspolitik, Sozialpolitik
34666;karl_lauterbach;187;2048;Dass Lindner jetzt weiter Ramelow als Spalter diffamiert und Ratschlaege gibt, wer Thueringen regieren soll, zeigt: er hat nichts aus seinem Riesenfehler gelernt. Statt Demut und Groesse zu zeigen, macht er weiter Kampagne. Er spaltet selbst mehr als Ramelow;negative;Innenpolitik, FDP
22401;konstantinkuhle;252;1551;Bonhoeffer wurde am 9. 4. 1945 ermordet. Anne Frank wenige Wochen zuvor. Vielen Menschen waere der Tod erspart geblieben, wenn Nazi-Deutschland seine Gestaltungsmoeglichkeit ein paar Wochen frueher verloren haette. Die AfD steht in der Tradition der dunkelsten Stunde Deutschlands.;negative;AfD, Rechtsradikalismus
56725;SWagenknecht;392;1551;Warum soll die EU kein Gas aus Russland beziehen duerfen waehrend die USA eine Rekordmenge an Oel aus Russland importiert? BuReg darf auf diese Heuchelei von Trump nicht hereinfallen. Fracking-Gas aus den USA ist eine teure und umweltschaedliche Alternative!;negative;Umweltpolitik
40023;karl_lauterbach;232;1431;USA steuern auf menschliche Katastrophe zu. Taeglich sterben schon etwa 1.000 an Covid-19. Das Rettungspaket der Wirtschaft laeuft aus obwohl die Pandemie noch unkontrolliert. Wegen laufender Kredite und Rechnungen muessen bald viele in riskante Arbeit zurueck, was Pandemie verstaerkt;negative;Corona
838;alice_weidel;340;1373;Konjunkturpaket: Die geplante Mehrwertsteuersenkung ist doppelt zu kurz gesprungen. Der Schritt von 19 auf 16 Prozent ist zu gering, um nachhaltige Wirkung zu entfalten und die Befristung ist erst recht unsinnig. Die AfD fordert eine dauerhafte Senkung auf 12 Prozent bzw. 5 Prozent!;negative;Steuerpolitik
15527;MAStrackZi;159;1259;1/x: Meine Damen Herren, Sie sehen an Herrn Breuer hier ein Paradebeispiel dafuer, wie Hetze, Halbwahrheiten  Luegen politischen Diskurs insbesondere auf Twitter vergiften. Denn was nicht ins eigene Weltbild passt, darf nicht sein. Insbesondere im Wahlkampf. Nun zum Inhaltlichen:;negative;AfD, Rechtsradikalismus
38097;Beatrix_vStorch;324;1159;Fluechtlinge: Menschen, die Hilfe suchen und dankbar dafuer sind? Fehlanzeige. Was sind das fuer Leute, die die notwendige Quarantaene missachten und die Polizei angreifen. Helfen sollten wir in der Welt den Armen  Schwachen und nicht den Gewalttaetigen. Suhl;negative;Flüchtlingspolitik
10240;HeikoMaas;151;1099;Europa ist fuer mich nur Europa, wenn die Grenzen zwischen unseren Laendern offen sind. Als heute vor 35 Jahren Schengen unterzeichnet wurde, haben wir einen Riesenschritt nach vorne gemacht auf einem Kontinent, der jahrhundertelang von Kriegen beherrscht war. EuropeUnited;positive;EU
37884;anked;127;1000;+++ EIL+++ Dieser ueberraschende Paukenschlag zeigt das Format von @bodoramelow : Er schlaegt fruehere CDU Ministerpraesidentin  Lieberknecht als Ueberhangs- MP fuer Thueringen vor u macht damit den Weg frei fuer einen Ausweg aus der politischen Krise. Hut ab! ;positive;Innenpolitik, Thüringen
33767;karl_lauterbach;129;978;Eine sehr interessante Studie aus den USA weist darauf hin, dass chronische Aspirin Einnahme das Risiko von Tod und Beatmung bei Covid deutlich senken koennte. Die Ergebnisse sind so klar, dass sogar eine randomisierte Studie zur Bestaetigung sinnvoll waere. ;positive;Corona, Forschung
26480;ABaerbock;90;807;Es ist unwuerdig, dass die GroKo seit 2013 bei der  Wahlrechtsreform nichts hinbekommen hat und auf den letzten Metern eine Scheinloesung vorlegt. Es schadet demokratischer Politik, wenn @cducsubt fuer eigene Vorteile kaempfen anstatt im Gesamtinteresse des Landes zu handeln.;negative;Innenpolitik, GroKo
30836;karl_lauterbach;117;747;Heute ueber Impfkonzepte oder Impfpflicht zu reden  erweckt den Eindruck, die Impfung stehe kurz bevor. Das macht leichtsinnig und ist falsch. Wir wissen heute nicht einmal sicher, OB es eine wirksame Impfung fuer alle gibt, oder zB nur fuer Risikopatienten ;negative;Corona
17396;Beatrix_vStorch;151;717;Nach Thueringen jetzt also auch hoechstrichterlich in Brandenburg: Die Paritaet und damit die Geschlechterapartheid ist tot und das ist auch gut so. Der Staendestaat kannte Gruppenrechte. Das haben wir heute ueberwunden. Gott sei Dank! Frauenquote ist Mittelalter. Meine Rede dazu:;positive;Gleichberechtigung
33174;DietmarBartsch;124;696;Es ist gut, dass die USA beim Truppenabzug nun Naegel mit Koepfen machen. Bitte, vergesst Eure Atomwaffen nicht! Bund und Laender duerfen keine Zeit verstreichen lassen, um eine sinnvolle und nahtlose zivile Nutzung der ehemaligen US-Stuetzpunkte zu ermoeglichen.;positive;Außenpolitik, Nahost
53964;JoanaCotar;210;608;Wieviel Anzeigen muesste wir von der AfD dann wohl schreiben? Was fuer Heuchler! Wenn es sie selbst betrifft, ist das Geschrei gross. Wenn aber dazu aufgerufen wird, AfD-Veranstaltungen zu stoeren, dann wird das von genau diesen Leuten gefeiert. Spahn CDU ;negative;AfD
40400;karl_lauterbach;69;586;Das Verhalten der CDU beschaedigt das Ansehen der Partei. Ein so transparentes Gerangel um Mandate und Macht, einschliesslich des verlogenen Paktes mit der AfD, muss aus Berlin beendet werden. Das hatte die CDU im Koalitionsausschuss zugesagt und muss sein;negative;Innenpolitik, CDU, AfD
53896;jensspahn;62;586;Der Handschlag mit Hoecke ist ein fatales Signal. Es darf keine Regierung geben, die von diesem Radikalen abhaengt. Ein geordneter Prozess zu Neuwahlen ist der richtige Weg nach vorn. All unsere Energie muss jetzt darauf zielen, das Vertrauen in die demokratische Mitte zu staerken.;negative;Innenpolitik, CDU, AfD
49348;berlinliebich;11;519;Ich moechte mich fuer die vielen freundlichen Worte bedanken, die mich gestern aus allen demokratischen Parteien erreicht haben, vor allem aus meiner @dieLinke. Und es waren einige dabei, die meinen Entschluss bedauert haben, bei denen ich nun wirklich nicht damit gerechnet habe.;positive;?
10259;niemamovassat;195;502;Die Lage in Moria auf Lesbos ist dramatisch. Die Essensversorgung fuer Kinder u. Jugendliche ist auf 1000 Kalorien reduziert. Wasser massiv rationiert. Die Menschen sind Angriffe von Faschisten immer mehr hilflos ausgesetzt. HOLT DIE LEUTE DA RAUS! savethem;negative;Flüchtlingspolitik
36239;katjakipping;97;496;Wie oft noch will die Tuerkei den Nordirak bombardieren? Wie oft noch will die Bundesregierung schweigen, wenn Erdogan die jezidische und kurdische Bevoelkerung terrorisiert? Es ist nur noch beschaemend, wie wenig die Rechte der Jeziden und Kurden im Kanzleramt zaehlen.;negative;Außenpolitik, Nahost
1117;niemamovassat;77;401;(1) Die neue Verachtung gegen die Wissenschaft, die man von Kubicki, Laschet und Coronaleugnern hoert ist brandgefaehrlich.   Da braut sich eine Melange zusammen: Auf der Strasse die Leugner, in politischer Verantwortung Leute, die es befeuern und die Ignoranz praktisch umsetzen.;negative;Corona, Experten
8816;HeikoMaas;52;299;In ihrer groessten Krise mit fast 200000 Toten und einem historisch einmaligen wirtschaftlichen Absturz hat die vermeintlich zerstrittene und oft abgeschriebene EU sich und der Welt bewiesen, was Solidaritaet bedeutet. Habe das bei Botschafterkonferenz in Paris betont. EuropeUnited;positive;EU
23064;renatekuenast;5;259;@olafstampf @CiesekSandra @bredow @VHackenbroch ??? Einschuechterung dieser erfolgreichen Frau durch @Spiegel? Das ist laecherlich, lenken Sie nicht ab! Es geht um ihre Fragen und wo die her kommen, welche Werte die ausdruecken! Frau braucht kein Mitleid,  aber andere brauchen Reflexion.;negative;?
35515;GoeringEckardt;111;252;Die Lage der Gefluechteten auf Lesbos bleibt so dramatisch wie nach dem Brand von vor einem Monat. Statt Feuer ist es nun der Regen, der die ohnehin prekaere Situation der Menschen nochmal verschlimmert. Die Europaeischen Staaten duerfen diese katastrophalen Zustaende nicht hinnehmen!;negative;Flüchtlingspolitik
32832;peteraltmaier;18;231;Ganz grossen Glueckwunsch an NRW: Ueber 83  Prozent fuer die demokratischen Parteien der Mitte!!! Dieser Verantwortung muessen wir gemeinsam gerecht werden! Grossen Glueckwunsch auch fuer meine CDU: Ein grosser Vertrauensbeweis so vieler BuergerInnen! Ihr koennt Euch weiter auf uns verlassen!;positive;Innenpolitik, CDU
19292;niemamovassat;16;213;@GdPPresse Sie reden von anti Menschen. Das stellt eine Entmenschlichung dar. Wuerde Staat so reden, wuerden wir ueber eine Verletzung des Art. 1 Abs. 1 GG reden. Zudem suggerieren sie, dass Antifaschisten RAF Nachfolger sind.   Doch, sie haben sich alle Muehe gegeben.;negative;Rechtsradikalismus
40470;konstantinkuhle;20;204;Das heutige Verbot einer Reichsbuerger-Gruppe ist richtig. Diese werden mitunter immer noch als blosse Irre verklaert. Tatsaechlich bereiten sie nicht nur den Boden fuer rechtsextreme Gewalt. Es geht durch zunehmende Milianz und Bewaffnung auch von ihnen selbst eine Gefahr aus. @fdpbt;positive;Innenpolitik, Rechtsradikalismus
40779;sven_kindler;37;201;Die CDU Thueringen paktiert erst mit Faschisten und dann blockiert sie Neuwahlen, weil sie Angst vor der Bevoelkerung hat. Und @akk und die Bundes-CDU stehen hilflos daneben und machen gute Miene. Wahnsinn, wie zerrissen die CDU ist. Die Huette brennt. Lichterloh.;negative;Innenpolitik, Rechtsradikalismus
27484;johannesvogel;24;197;Es ist ein beschaemender Mangel an Fairness, dass unser Sozialstaat diejenigen behindert, die aus der Beduerftigkeit heraus wachsen wollen. @c_lindner fordert zurecht, die Zuverdienstegeln bei Hartz IV endlich zu reformieren! Auch das ist eine Frage von Aufstiegschancen! 3K20;negative;Sozialpolitik
3726;PaulZiemiak;31;181;Die @CDUNRW_de ist mit Abstand die staerkste Kraft bei der Kommunalwahl2020. Damit bleibt die CDU die praegende Kommunalpartei in Stadt und Land. Herzlichen Glueckwunsch an alle Wahlkaempferinnen und Wahlkaempfer vor Ort! Ihr habt grandios gekaempft! Vielen Dank fuer Euren Einsatz!;positive;Innenpolitik, CDU
45137;jankortemdb;35;181;In Deutschland landen pro Jahr 11 Mio. Tonnen Essen auf dem Muell  fast eine LKW-Ladung pro Minute. Trotzdem wird Containern weiterhin als Straftat geahndet. Eine Ungerechtigkeit sondergleichen! Wenn das @BVerfG nicht entscheiden moechte, muss die Koalition endlich handeln!;negative;Umweltpolitik
25336;katjakipping;11;177;Zwischen dem Irrsinn jetzt mal ein Danke an die inzwischen 100.000 Follower*innen, die mich von Anfang an oder auch erst seit kurzem hier mit Witz  kollektiver Intelligenz begleiten. Veraendern wir dieses Land. Sozial, friedlich, gerecht, antifaschistisch   freiheitsliebend.;positive;?
47743;n_roettgen;55;174;Assads Truppen, unterstuetzt von RUS  Iran, haben eine erbarmungslose Offensive auf Idlib gestartet. RUS bombardiert Zivilisten. Wer kann, ist geflohen. Wir erleben die schlimmsten Kriegsverbrechen  Putin beweist einmal mehr: Alles was er in der Region kann  will, ist Krieg.;negative;Außenpolitik, Nahost
39549;karl_lauterbach;22;166;(2) RT-LAMB Test als SchnellPCR, in UK schon zugelassen, bringt Testergebnisse mit sehr guter Sensitivitaet in 75 min. Ist fuer weniger als 10 durchfuehrbar, weniger Reagenzien, nicht auf Labore angewiesen. Auch sind mittlerweile Antigen-Tests zum Selbsttesten kurz vor Zulassung;positive;Corona, Forschung
35724;katjakipping;17;164;Auch wenns bei NeueLinkeMehrheiten um inhaltl. Notwendigkeiten geht, weil wir Klimaschutz, Friedenspolitik  sozialenSchutz fuer alle nur erstreiten koennen, wenns Mehrheiten ohne CDU gibt, freut mich das. Als ich anfing dafuer zu werben, sagten viele: das reicht rechnerisch nie.;positive;Innenpolitik
5412;HeikoMaas;16;163;Dabei war Enver imek so kreativ und so erfolgreich, dass er seinen Fabrikjob aufgeben und bald schon mehrere Mitarbeiter einstellen konnte. Gemeinsam mit seiner Frau und den beiden Kindern lebte er in Hessen, baute sich was auf. (3/5);positive;?
18262;PaulZiemiak;21;147;Schulen sind auch Orte der Herzens- und Charakterbildung. Unser Parteifreund Walter Luebcke hatte Herz und Charakter. Er wurde von einem Rechtsradikalen ermordet, weil er fuer andere einstand. Ein starkes Zeichen, dass die Schule in Wolfhagen jetzt seinen Namen traegt. Danke!;positive;Innenpolitik
43013;BriHasselmann;39;127;Wem wollen CDU, CSU und SPD eigentlich erzaehlen, dass ihre Wahlrechtsreform etwas bringe? Sie sollten zu den Buerger*innen ehrlich sein und eingestehen, dass sie mit der Reform voellig gescheitert sind. Ihr Gesetz ist grottenschlecht. Der Bundestag wird wohl weiter wachsen.;negative;Innenpolitik, GroKo
45427;rbrinkhaus;14;127;Vielen Dank an die Bundespolizei, nicht nur fuer den hohen persoenlichen Einsatz jeden Tag, sondern auch dafuer, dass wir heute einen Blick hinter die Kulissen werfen durften. Wir als @cducsubt stehen an der Seite der Bundespolizei und der 41.000 Polizistinnen und Polizisten!;negative;Innenpolitik, Polizei
17148;larsklingbeil;13;123;Freitag war ich in NRW unterwegs um ein wenig bei der Kommunalwahl zu unterstuetzen. Hat Spass gemacht! Geht am 13. September alle waehlen und ich haette da einen Tipp wo ihr das Kreuz gut machen koennt! SPD NRWSPD;positive;Innenpolitik, Wahlen
47552;MAStrackZi;9;115;Nicht nur viel zu wenig PolizistInnen, die sich Irren,Nazis  Verschwoerern unter grossem persoenlichen Einsatz in Weg stellen mussten, wurden straeflich im Stich gelassen. Es wurden auch unertraegliche Bilder am Herz unserer Demokratie zugelassen, die niemals haetten entstehen duerfen.;negative;Polizei, Rechtsradikalismus
13307;EskenSaskia;3;97;@the_asta @hubertus_heil Da stimme ich Dir absolut zu! Damit die Rente verlaesslich und stabil bleibt, muessen wir zukunftsfaehige Konzepte entwickeln, die alle einbeziehen und allen zugute kommen. Die wichtigste Grundlage fuer gute Renten sind und bleiben aber gute Loehne.;positive;Sozialpolitik
52270;niemamovassat;19;97;Diese Zeitung ist ein Organ der Niedertracht. Es ist falsch, sie zu lesen. Jemand, der zu dieser Zeitung beitraegt, ist gesellschaftlich absolut inakzeptabel. Es waere verfehlt, zu einem ihrer Redakteure freundlich oder auch nur hoeflich zu sein. Max Goldt BILD CoronaVirusDE;negative;Medien
39053;b_riexinger;13;92;So wird das nichts mit den Klimazielen. Das Jahr 2038 fuer den Kohleausstieg ist zu spaet. Weitere Subventionen in Milliardenhoehe sind auch eher ein unnoetiges Wahlgeschenk von Scholz an die Kohleindustrie. Die Mitarbeiter und der Klimaschutz haben nichts davon.;negative;Umweltpolitik
5270;anked;11;83;Auf meine Frage, ob die CoronaApp auch ohne Playstores verfuegbar sein wird, gab es ein enttaeuschendes: nein, vielleicht spaeter mal, auf jeden Fall nicht zu Beginn. Apropos: einen neuen Zeitplan gibt es nicht, auch keinen ungefaehren. ContactTracingApp COVID19de  /10;negative;Corona
6132;MiRo_SPD;12;83;Der Frauentag  geht vor allem auch uns Maenner an. Geschlechtergerechtigkeit tut allen gut. Kein Kerl muss Angst davor haben, wenn Frauen gleichermassen mitreden  mitentscheiden wie wir. Denn niemandem wird etwas weggenommen. Wir gewinnen. Und zwar alle. womensday MaleAllies;positive;Gleichberechtigung
47385;KonstantinNotz;9;76;Der Gruene Laenderrat ist voll gelungen. Danke an die ganze BGSchSt  Man merkt der Berichterstattung aber deutlich an: die Journalist:innen vermissen regulaere Parteitage - das Quatschen in den Gaengen, die Atmosphere in der Halle, das ganze Drum und Dran. Das geht mir genau so.;positive;Innenpolitik
48333;GoeringEckardt;8;71;Swetlana Tichanowskaja fuehrt die demokratische Opposition in Belarus an. Sie  viele weitere Frauen gehen fuer ihren mutigen Protest unerschuettert auf die Strasse. Was fuer ein Vorbild! Zum 20. Jahrestag der Resolution1325 gilt: Ohne Frauen kein Frieden. @SHEcurity20 SHEcurity;positive;Außenpolitik, Belarus
5104;konstantinkuhle;4;64;@phoenix_de @fdpbt @fdp Der Ausschnitt ist symptomatisch fuer die Probleme, wenn man sich bei der FDP fuer mehr Frauen einsetzt. Die Rede wird verkuerzt und mit Frauenquote versehen. Ich spreche hier aber gerade gegen ein Paritaetsgesetz. Differenzierung geht unter. Aufregung auf allen Seiten. Schade.;negative;Gleichberechtigung
22669;anked;15;62;Niemand wird wohl im Ernst glauben, dass Assange einen fairen Prozess bekaeme. Hier soll ein Exempel statuiert werden, um Journalist:innen, Publizist:innen u ihre Quellen einzuschuechtern. Ein Praezedenzfall, der die Pressefreiheit an ihrem Fundament angreift. Das darf nicht sein!;negative;Medien
52169;BriHasselmann;4;48;Wer mit der AFD im Bundestag,in Landesparlamenten oder vor Ort konfrontiert ist,kennt die Demokratieverachtung,den Hass,die Hetze,den Rassismus u.die Menschenfeindlichkeit,die aus so vielen Reden von AFDlern spricht.Die Maske der AFD ist laengst gefallen.;negative;AfD, Rechtsradikalismus
51372;sven_kindler;10;44;Ach, guck an. Unter 2 gibt die Bundesregierung zu, dass der Bund bei der Lufthansa einen schlechten Deal gemacht hat. Mit den vielen Miliarden haette man deutlich mehr als nur 20 Prozent der Anteile erhalten muessen. Aber neoliberale Ideologie war der Regierung wichtiger  @derspiegel;negative;Wirtschaft
14935;GoeringEckardt;7;42;Dem ist nur hinzuzufuegen: @Ka_Meier zeigt hier, dass es eine junge, selbstbewusste Generation Ost gibt, die europaeisch tickt, die Vielfalt lebt, Vergangenheit mit nimmt und in Zukunft wandelt. So kann man und frau stolz sein. Danke dafuer, Frau Staatsministerin;positive;Innenpolitik
12475;KonstantinNotz;2;41;@Puettmann_Bonn @DLF Eine ziemlich verrueckte Gruppe von wenigen tausend Leuten zieht mit abwegigen bis abstossenden Argumenten durch die Gegend und hat null Rueckhalt in der Bevoelkerung. Berichtenswert daran erscheint vor allem die esoterische bis faschistische Wissenschaftsfeindlichkeit dieser Leute.;negative;Rechtsradikalismus
9435;oezoguz;3;38;Sieht nach einem ziemlich guten Ergebnis fuer die spdhamburg in meinem Wahlkreis wandsbek aus. Da freue ich mich schon mal mit unserem Kreischef @ADressel. Wird noch spannend bis heute Nachmittag fuer die Kandidatinnen und Kandidaten. Hamburgwahl HHWahl SPD;positive;Innenpolitik, Wahlen
45169;n_roettgen;1;36;Lieber@ChristianHirte, vielen Dank fuer die Einladung und den herzlichen Empfang! Ja, wir stehen als Land vor dramatischen Veraenderungen. Das ist angsteinfloessend  ruft in Ost  West unterschiedliche Reaktionen hervor. Umso wichtiger ist es, dass wir noch mehr miteinander reden.;positive;Innenpolitik
48255;BriHasselmann;2;29;Was fuer einen Mut und eine Kraft die  Menschen in Belarus haben, trotz dieser massiven Drohungen des Machtapparats von Lukaschenko sind es so viele Menschen, die fuer Freiheit und Demokratie streiten. Bewundernswert und ich habe tiefen Respekt fuer sie.;positive;Außenpolitik, Belarus
12826;sven_kindler;8;28;Es ist verheerend, dass Angela Merkel mit anderen wenigen Staaten hart gegen einen hoeheren EU-Haushalt gekaempft hat. Sonst haelt die Kanzlerin gerne Reden fuer mehr Europa, aber wenn es drauf ankommt, gibt sie die Knauserin. Verantwortungslos.  EUBudget EUCO;negative;Außenpolitik, EU
16003;MiRo_SPD;2;24;Diese Prios machen mir Mut+spornen uns an: genau darum gehts in EU2020DE! Besonders freue ich mich darueber, dass den Buergerinnen+Buergern Rechtsstaatlichkeit so wichtig ist. Wir wollen die EU als Werte-/Rechtsgemeinschaft staerken. Versprochen! @EU2020DE ;positive;EU
8491;EskenSaskia;2;22;@alexander_jorde @cducsubt Ich finde es nur gerecht, dass die Arbeit insbesondere der Pflegekraefte in Zeiten von Corona durch Praemien anerkannt wird. Mit der gesetzlichen Regelung der Praemien fuer Altenpflegekraefte haben wir sichergestellt, dass sie nicht auf Kosten der Pflegebeduerftigen gezahlt werden.;positive;Gesundheitspolitik, Sozialpolitik
17196;MAStrackZi;2;20;@ms_pieper Der Vorwurf von Lars Klingbeil ist in jeder Hinsicht daneben und falsch. Was in Thueringen passiert ist, ist ein unentschuldbares Desaster. Meine KollegInnen und ich haben uns klar positioniert. Aber dafuer jetzt alle Liberalen in Mithaftung zu nehmen, ist absurd. Gerade bzgl. HH.;negative;Innenpolitik, Thüringen
14716;EskenSaskia;0;15;@LebenmitLiebe @Not1Proud @torsten_hautnah @NowaboFM Die Wirtschaft, das sind Selbstaendige und kleine, mittlere und grosse Unternehmen und ihre Beschaeftigten, die die Folgen dieser Pandemie ziemlich unverschuldet trifft.  Das Symbol hilft einigen besonders schutzbeduerftigen Menschen ganz konkret, und darueber bin ich froh.;positive;Corona, Wirtschaft
46317;oezoguz;1;13;Bin total erschuettert. Weiss noch nicht viel ueber Hintergruende, aber ich moechte den Angehoerigen meine tiefe Anteilnahme aussprechen. Unsere Polizei macht eine so wichtige Arbeit fuer uns alle. Es ist unfassbar mit welcher Brutalitaet sich Menschen zu verhalten bereit sind.;negative;Polizei, Rechtsradikalismus
22295;berlinliebich;1;10;Auch das gehoert zu den GuteNachrichten. Viele Menschen in Deutschland sorgen sich um ihre wegen Corona irgendwo in der Welt gestrandeten Lieben. Auch mich haben in den letzten Tagen dazu einige Anfragen erreicht. Gut, dass @AuswaertigesAmt eine Loesung findet! Danke! ;positive;Corona
3224;Oliver_Krischer;17;68;Eine Fraktion, die 13 Seiten zu GreenDeal Klimaschutz und nachhaltiger Entwicklung beschliesst, aber darin nur einmal ErneuerbareEnergien ganz am Rande erwaehnt, hat grundsaetzlich etwas nicht verstanden. Mal abgesehen von manch anderem Bloedsinn, der da noch drin steht @cducsubt;negative;Umweltpolitik
5602;stbrandner;11;48;Eisenberg: Marks GmbH laedt MdB aller Parteien ein, um Mitarbeitern Politik aus erster Hand zu bieten. Nach A.Weiler war ich der 2., naechster R.Lenkert. Klasse Publikum. Vielen Dank  das ist ganz im Sinne der Demokratie! AfD Demokratie Berlin Bundestag Brandner;positive;Lokalpolitik
6636;KatjaSuding;2;26;.@MAStrackZi  kennt ihre Stadt  setzt sich schon heute mit Rueckgrat fuer Euch und Eure Interessen ein. Als fruehere Buergermeisterin hat sie gezeigt, dass sie es kann. Jetzt ist es Zeit fuer den Chefsessel. MASZ ist eine Duesseldorferin fuer Duesseldorf. MASZmachts OBDUS20 FDPwaehlen;positive;Innenpolitik, Wahlen
8777;svenlehmann;70;213;Sie haben es tatsaechlich getan: CDUSPDFDP in Koeln verscherbeln einen Teil des Aeusseren Gruenguertels und stimmen fuer die Bebauung der Gleueler Wiese  Dafuer muessen sie bei der Kommunalwahl am 13.9. die Quittung bekommen. Ein schwarzer Tag fuer den Klima- und Umweltschutz!;negative;Umweltpolitik
15496;svenlehmann;8;95;Beeindruckendes Treffen mit den polnischen Aktivist*innen von @QueerowyMaj. Sie stemmen sich taeglich gegen die homo- und transfeindliche Hetze, die von Teilen der Kirche und der Regierung ausgeht. Wir stehen an ihrer Seite im Kampf fuer Freiheit + Akzeptanz. Queer solidarno! ;positive;Gleichberechtigung
15506;svenlehmann;9;42;Die Wahlrechtsreform ist erneut ein Beweis dafuer, wie kraftlos + unambitioniert die GroKo ist. Statt mutiger Schritte werden ein paar Ausgleichsmandate reduziert + ansonsten eine Reform auf die naechste Wahlperiode verschoben. Wir brauchen aber JETZT eine Loesung! @BriHasselmann;negative;Innenpolitik, GroKo
22003;Oliver_Krischer;177;516;Es laeuft wie immer: Wenn es konkret wird, interveniert die Bundesregierung in Bruessel allen Bekenntnissen zum Trotz GEGEN ambitionierten Klimaschutz. Genau wegen dieser Politik hatten wir den waermsten Januar und in der Antarktis gerade ueber 18 Grad C;negative;Umweltpolitik
26180;NielsAnnen;1;12;Bei Center-Managerin Kerstin Huttanus habe ich mich ueber die Lage im Tibarg-Center informiert. Ein Dank an alle, die sich so schnell auf die neue Situation eingestellt haben  mit daran arbeiten, dass wir unseren lokalen Zentren den Ruecken staerken! @spdeimsbuettel @MarcSchemmel;positive;Corona, Gesundheitspolitik
27333;katjadoerner;10;33;Los gehts, die Fridays for Future und die Parents for Future bonn stellen ihre Vorschlaege und Forderungen fuer die dringend notwendige Verkehrswende vor. Endlich mutig voran! Danke, dass Ihr der Politik Druck macht und mit konkreten Ideen Wege aufzeigt! ;positive;Umweltpolitik
30804;Thomas_Bareiss;0;16;Eine Ergaenzung zum Problem Zigarettenkippen: Ich finde es total daneben, wenn jemand seine Kippen einfach auf den Boden wirft. Oder ich hab auch schon Autofahrer gesehen, die ihren kompletten Aschenbecher einfach auf einem Parkplatz auf den Boden leeren. Schlichtweg asozial.;negative;Umweltpolitik
34131;UllaJelpke;62;196;Die hilflosen Appelle der EU, Erdogan moege bitte am Fluechtlingsdeal EU-Tuerkei festhalten, sind erbaermlich. Wie tief will die EU noch vor dem Despoten am Bosporus in die Knie gehen? Nehmt ihn beim Wort: Grenzen auf, wuerdige Aufnahme und Behandlung in der EU!;negative;Flüchtlingspolitik
34163;steffilemke;9;71;@C_me_on @TiloJung @JungNaiv Oh, vielen Dank!  War mit Sicherheit das schwierigste Interview seit langer Zeit und ist ein grossartiges Format, das @TiloJung @JungNaiv entwickelt haben - in hektischen Zeiten jenseits von Talkshow und 20Sekuendern Politik zu vermitteln. Thx dafuer!;positive;Medien
34674;stbrandner;247;885;Unsaegliche Zustaende im Bundestag: Linke Abgeordnete lassen Chaoten ins Gebaeude, die rumbruellen, Flugblaetter werfen (gestern), sich vom Gebaeude abseilen (heute). Unser 1. PGF Baumann hat dazu gerade eine Sondersitzung des Aeltestenrat beantragt. Findet in ca. 1 Std. statt. AfD;negative;Innenpolitik, Rechtsradikalismus
42859;sven_kindler;2;7;Anfrage von mir zeigt  Zahl der Gleisanschluesse bei Unternehmen in Niedersachsen geht zurueck. Das ist fatal fuer die Verkehrswende fuer die Verkehrswende und die Verlagerung auf die Schiene. Der Bund ist hier gefragt und muss die Unterstuetzung ausweiten.  @noz_de;negative;Umweltpolitik
