doc_id;username;retweet_count;favorite_count;full_text;label;topic;from;to
13534;RyglewskiS;4;81;Was nicht zueinander passt: Krokodilstraenen ueber den Umgang mit Andrea Nahles weinen und dann bei Malu Dreyer, und genauso weitermachen. Ich bin ihnen sehr dankbar, dass sie in einer sehr schwierigen Situation Verantwortung fuer die spd uebernehmen.;positive;spd;235;238
18092;KonstantinNotz;117;1306;Warum die FDP ausgerechnet in diesen Zeiten - in denen es Qualitaet im Journalismus und bei Informationen dringender denn je braucht - mit der AfD im Duett das populististische Liedchen gegen den OeffenlichRechtlichen Rundfunk singen will, ist mir gaenzlich unverstaendlich.;negative;AfD;143;146
21085;svenlehmann;66;249;Das ist alles nicht finanzierbar! - heisst es bei CDUCSU + FDP oft angesichts der aktuellen Debatte um Sozialpolitik. Gleichzeitig wollen sie aber den Soli fuer Spitzenverdiener streichen, Ruestungsausgaben erhoehen und an klimaschaedlichen Subventionen festhalten. Nicht mit uns!;negative;Sozialpolitik;103;116
1835;UweSchummer;0;6;Videokonferenz zum Arbeitsschutzkontrollgesetz, klasse Einigung, erhoeht die Tarifbindung in der Fleischwirtschaft, jetzt zumBuergerbuero nach Viersen Bundestag;positive;Arbeitsschutzkontrollgesetz;19;46
9453;ekindeligoez;0;1;Ich vermute, die Lenkungswirkung bei den Konsumenten waere minimal. Sprich: wegen Cent-Betraegen werden Verbraucher kaum weniger Fleisch verzehren. Und darauf zielten Ostendorff und Co. wohl auch gar nicht ab;negative;Fleisch;129;136
6309;A_Gloeckner;0;0;Heute in Bruessel mit meinen spd KollegInnen im Europa-Ausschuss auf Einladung der FES. Wie machen wir die EU stark, um die vor uns liegenden Aufgaben zu loesen. sozialeungleichheit, Digitalisierung sozialvertraeglichen Klimaschutz;positive;Europa;48;54
25633;UweSchummer;0;1;Wie kann man unser Land und unsere Demokratie nur so schlecht machen.;negative;Demokratie;35;45
8275;StefanGelbhaar;0;2;Wobei ich es schon gut finde, wenn Fahrraeder sehr leicht sind. 5,8 kg - oder das Antrak mit rd. 3 kg - Carbon ist interessant.;positive;Fahrraeder;35;45
19852;Oliver_Krischer;175;667;Ausgerechnet diejenigen, die bei der Diskussion ueber Enteignung gegen Mietenwahnsinn sofort Skandal, Skandal schreien, haben gar kein Problem damit, tausende Menschen fuer Braunkohle und fuer Gewinne von RWE Co. zu enteignen;negative;Mietenwahnsinn;71;85
25442;mvabercron;0;0;Wir kaempfen um jeden Job durch Ausweitung d. Kurzarbeit. Denn Kurzarbeit kann jetzt schon beantragt werden, wenn mind. 10 der Beschaeftigten vom Arbeitsausfall betroffen sind. Und: Leiharbeitnehmer koennen jetzt auch Kurzarbeitergeld beziehen. wirhandeln;positive;Kurzarbeit;46;56
10517;konstantinkuhle;0;1;Letzte Woche hat ein Nazi zwei Menschen erschossen. Da darf es ruhig mal ein bisschen konkreter sein, finden Sie nicht?;negative;Nazi;21;25
23761;michel_brandt_;6;22;Dieses Plakat ist ein billiger Taeuschungsversuch des Solange sich weiter gegen verbindliche Menschenrechtspflichten fuer Konzerne stellt, sind solche Kampagnen leider komplett unglaubwuerdig. Binding Treaty Menschenrechte Biz Human Rights;negative;Menschenrechte;208;222
21598;HeikeHaensel;36;91;Wir haben Recht behalten mit unserem Protest gegen den Irak-Krieg am 15.Februar 2003. Der Irak ist ein zerschlagenes Land. Diese voelkerrechtswidrige Invasion hatte leider keinerlei Konsequenzen fuer die US-gefuehrte Allianz. BushBlair sind immer noch auf freiem Fuss. Weshalb?;negative;Protest;37;44
10563;CarenLay;17;49;Ich bin gespannt, ob der rechte Terror gegen Migrant*innen die gleiche Aufmerksamkeit bekommt, wie die Ausschreitungen gegen Polizeikontrollen in Stuttgart?;negative;Terror;32;38
18547;HuberMdB;37;102;Ein wichtiger Sieg! Die oeffentliche Anhoerung der Petition gegen den UN-Migrationspakt findet am kommenden Montag, den 14.1.2019 um 12.00 Uhr im...;positive;Petition;51;59
5497;NielsAnnen;1;13;Genau diese Charakterzuege benoetigt unsere Stadt aktuell. Die Mopo ueber unseren Buergermeister;positive;Buergermeister;82;96
24017;larscastellucci;9;59;Die grosse Mehrheit der Polizei ist verfassungstreu. Umso wichtiger ist es, dass wir rechtsextreme Einstellungen und Netzwerke in den Sicherheitsbehoerden erforschen und so zukuenftig fruehzeitig erkennen koennen. Ausserdem muessen wir interkulturelle Kompetenz staerker foerdern. NRW;positive;Polizei;24;31
13670;JuergenBraunAfD;15;41;Endlich! Sie sind da, die ersten 12 Maedchen, zwischen 5 und 10 Jahren alt! Gerettet von Lesbos, jetzt Schutzsuchende in der EU. Sozialist Asselborn bescheinigt ihnen gerne, dass sie nun taeglich ihr Geschlecht und Alter wechseln koennen. Girls Welcome im Gender-Paradies!;positive;Schutzsuchende;103;117
26548;HuberMdB;5;15;Um wie viel Grad wird das Klimapaket der Bundesregierung die Temperatur der Erde abkuehlen? Richtig, gar nicht! Es wird nur die Geldbeutel der Buerger abkuehlen! Wir sollten im Jahr 2020 alles Menschenmoegliche unternehmen, diese Bundeskanzlerin auszuwechseln! Guten Rutsch!;negative;Klimapaket;26;36
23466;sabineleidig;5;5;Toller Kommentar von zum Thema Rassismus in Deutschland.;positive;Rassismus;31;40
11360;Uwekekeritz;0;4;Bei der Eroeffnung der in Nuernberg. Wenn jetzt auch noch die Bundesregierung die Zeichen der Zeit erkennen wuerde, anstatt sich an Pflanzengifte wie Glyphosat zu klammern... Bio Fach biofach18;negative;Bundesregierung;62;77
1562;sabineleidig;3;26;Heute Auftakt fuer Parlamentarier*innen for future im Bundestag mit u.a. Dazu passend empfehle ich Matthias Greffrath ueber Demokratisierung als Klimaschutzmassnahme:;positive;Klimaschutzmassnahme;145;165
22925;steffenbilger;3;35;Eine Nachricht, ueber die ich mich sehr freue: unser Bundestagspraesident und Spitzenkandidat der Wolfgang Schaeuble kandidiert noch einmal fuer den Bundestag. Er tut dem Haus und der CDU gut und war im Uebrigen immer ein Verbuendeter der jungen Generation.;positive;Bundestagspraesident;53;73
15764;DirkSpaniel;8;27;Polizisten, die durch ihre Arbeit in problematischen Kiezen, d.h. bunten Clan-Vierteln und hohem Islam-Anteil eine rechtslastige Sicht der Welt entwickeln, sollen durch interkulturelle Kompetenz linkslastiges Mainstream-Denken uebernehmen. AfD Meinungsfreiheit Orwell;negative;Polizisten;0;10
3814;HoffmannForest;0;0;Gegenteil ist richtig, wir werden den Erreger nicht los, deshalb Ziel der Immunisierung nicht aus den Augen verlieren! Physik ist statistisch, Biologie dynamisch Corona;positive;Corona;162;168
15508;UweSchummer;0;2;Die Regeln gelten fuer alle. Warum relativieren Sie das Recht?;negative;Recht;56;61
16222;margit_stumpp;3;18;Nicht erst die Corona-Krise hat gezeigt: Schnelles Internet ist auch fuer Unternehmen essentiell. Ein Recht auf schnelles Internet ist lange ueberfaellig! Unsere Position dazu:;positive;Corona;15;21
5567;MaikBeermann;0;0;das ist ja jetzt schon etwas dreist so etwas fuer sich in Anspruch zu nehmen. Wer selbst nicht mitregieren will, darf sich dann nicht wundern und sollte sich lieber etwas zurueck halten.;negative;mitregieren;95;106
17746;MiRo_SPD;1;25;Was bleibt? Klar, die EU hat nicht alles richtig gemacht. Man haette mehr ins Risiko gehen koennen. Dass sich das ausgezahlt haette, weiss man aber immer erst im Nachhinein. Sie haette auch transparenter und flexibler sein koennen oder sogar muessen. 12/;negative;EU;22;24
15080;MGrosseBroemer;5;67;Kluge Kompromissloesung der Kanzlerin zu Lockerungen im Corona-Alltag mit den Ministerpraesidenten. Coronakrise wirbleibenzuhause;positive;Coronakrise;100;111
18538;MarcBernhardAfD;2;13;Ich fordere sofortigen Stopp des Geldsegens fuer dubiose DUH! Gemeinnuetzigkeit des Vereins infrage gestellt,aber 2019bis zu3,5Millionen Euro aus Steuergeldern!Buerger finanzieren Verein,der sich Vernichtung ihres Eigentums auf die Fahnen geschrieben hat!https://t.co/5x2cbmIgo1;negative;Steuergeldern;146;159
20343;josteiniger;0;0;In Duerkheim wird die wohlfeile Ankuendigung von Frau Dreyer leider viele Enttaeuschungen hervorrufen. 30 der Erzieher/innen in Risikogruppe, Baurecht verhindert, dass Kinder von KiTa A in B wechseln, usw.;negative;Risikogruppe;128;140
6155;JM_Luczak;10;36;Heute gedenken wir der Opfer des Nationalsozialismus. Der Tag mahnt uns zur Verantwortung gegenueber Allem, was unsere offene u tolerante Gesellschaft bedroht. Ich finde, der Bundestag sollte auch der homosexuellen NS-Opfer Gedenkstunde widmen!;negative;Nationalsozialismus;33;52
21105;svenlehmann;2;37;Heute entscheidet sich die Zukunft in und fuer Sachsen und Brandenburg: Wer GRUeN waehlt, waehlt Klimaschutz, Weltoffenheit und soziale Gerechtigkeit Alle Daumen sind gedrueckt fuer nach diesem fulminanten Wahlkampf!;positive;Klimaschutz;97;108
31;groehe;20;153;Ich freue mich sehr ueber meine Wahl zum Stellvertretenden Vorsitzenden der CDU/CSU-Fraktion im Deutschen Bundestag, das Wahlergebnis von 91 Prozent, den damit verbundenen Vertrauensbeweis meiner Kolleginnen und Kollegen und meine neuen Aufgaben! Herzlichen Dank!;positive;Wahl;32;36
20170;smuellermdb;64;363;Das selbstgerechte Weltbild eines Jan Boehmermann Andersdenkende beleidigen: Pressefreiheit. FAZ druckt ein Interview nicht: Zensur.;positive;Pressefreiheit;77;91
12304;Timon_Gremmels;0;18;Nie wieder Auschwitz, nie wieder holocaust - das ist unser historischer Auftrag. Wehret den Anfaengen! weremeber kassel;negative;holocaust;33;42
11681;ebner_sha;11;11;Neues Interview in der zu Gentechnik, EuGH, CRISPR, falschen Versprechungen, falschen und echten Skandalen:;negative;Gentechnik;26;36
4620;alexmuellerfdp;1;6;Polen war nicht nur das 1. Angriffsziel Deutschlands, sondern wurde nur 16 Tage spaeter auch von der Sowjetunion angegriffen. Seinen Opfern in einem gemeinsamen Denkmal mit den sowjetischen Opfern des NS-Vernichtungskrieges zu gedenken, waere ein Zeichen mangelnder Empathie. 1/6;negative;Denkmal;161;168
13212;joloulou;0;1;Ich gehe davon aus, dass sich unser Fraktionsvorsitzender an die Beschluesse der Fraktion haelt - die Position der SPD ist klar. Wir haben die Paritaet auf Listen in unserem Vorschlag der Wahlrechtsreform eingearbeitet - in den anderen Vorschlaegen habe ich dazu noch nichts gelesen.;positive;Wahlrechtsreform;188;204
16588;HohmannMdb;0;5;Egal ob der Terror psychische oder rassistische Motive hatte oder beides , es spielt keine Rolle: Rassisten sind abstossend und handeln gegen alles, wofuer echte Konservative, aufrechte Patrioten und ueberzeugte Christen stehen. Hanau;negative;Terror;12;18
3247;owvonholtz;0;3;Bundesregierung verwechselt Klima und Wetter. Auch wenn es heute kalt ist in Berlin: kein Grund, die Klimaschutzziele zu schwaechen! Klimaschutz;negative;Klimaschutz;101;112
12211;LisaPaus;0;0;... ganz sicher dient mehr oeffentliche Rechenschaftspflicht der Steuergerechtigkeit! Bedenken bzgl. Geschaeftsgeheimissen/ Datenschutz sind im Kompromissvorschlag ausgeraeumt worden. Erfahrungen aus dem Bankensektor zeigt, pCBCR geht ohne Probleme....;negative;Steuergerechtigkeit;65;84
18805;CarenLay;6;32;Sehr gut! Fuer mehr Genderwahnsinn! Make more gendertrouble bis die Herren der Schoepfung erkannt haben, dass sie nicht alleine auf der Welt sind! Auch der Herr Seehofer. Jetzt nicht zurueckrudern!;negative;Genderwahnsinn;20;34
18816;katjakipping;4;42;Heute traf ich mich in Dresden mit dem Projekt U25 Online-Suizidpraevention von deren Finanzierung gefaehrdet ist, deren Arbeit aber immer schon unverzichtbar war in Zeiten von Corona noch mal wichtiger ist. Hoffe sehr, dass Bund sie weiter finanziert.;negative;Corona;177;183
5242;danielakolbe;1;14;Konfliktdynamiken - auch nicht automatisch zu mehr Sicherheit fuer unsere Soldat*innen. Ich bin froh, dass es in dieser Legislatur keinen Bewaffnungsbeschluss geben wird. Dass es noch Diskussionsbedarf in SPD und darueber hinaus gibt, duerfte auch offenkundig geworden sein. 2/;negative;Bewaffnungsbeschluss;138;158
23951;HeikoMaas;17;98;China wird in Zukunft noch wichtiger werden. Von Freihandel bis Menschenrechte habe ich in den letzten beiden Tagen ueber viele entscheidende Themen mit der Staatsfuehrung gesprochen. Mehr dazu im Video:;positive;Menschenrechte;64;78
11667;HeikoMaas;94;751;Wir werden Yad Vashem fuer weitere zehn Jahre foerdern. Wer einmal dort gestanden hat unter den Fotos unzaehliger Ermordeter, weiss: Jede Geschichte, jeder Name, die wir vor dem Vergessen bewahren, macht uns zu Zeugen. Zeugen fuer das, was war. Und fuer das, was nie wieder sein darf.;negative;Ermordeter;114;124
2363;HeikoMaas;6;109;Am Donnerstagder Demokratie danke allen, die sich gegen Sexismus und sexualisierte Gewalt einsetzen. Die demonstrieren gehen, die Initiativen starten, die in Frauenhaeusern helfen, die sich hier wie im Ausland einsetzen, die widersprechen, die fuer faire Loehne kaempfen.Maennerwelten;positive;Demokratie;17;27
22369;MWBirkwald;0;1;Wir haben dafuer das Konzept der solidarischen Mindestrente von 1.050 Euro. Mehr Details dazu hier:;positive;Mindestrente;47;59
23600;carina_konrad;0;9;zieht im zdf klare Grenzen zur AfD UND zum Versuch der Legendenbildung. hhwahl2020;negative;zdf;9;12
15460;thomashitschler;3;8;Wir brauchen keine weitere Privatisierung von oeffentlichen Aufgaben. Chefin mit klaren Botschaften zum Thema Bundeswehr . Fast live aus dem BAAINBw . Nahles SPD;positive;Bundeswehr;110;120
11256;fritzfelgentreu;0;2;Ich auch. Koennte einer von hoffentlich mehreren Gruenden fuer eine Wahlentscheidung und damit dann eben fuer eine Mehrheit des Betreffenden sein. Die Waehler entscheiden, wer sie vertreten soll und was er dafuer so alles mitbringt.;positive;Wahlentscheidung;68;84
17709;MBiadaczMdB;0;12;Der Trend stimmt. Nur als starke Unionsfamilie koennen wir Wahlen gewinnen. Die CDU ist Volkspartei und wir werden dafuer hart arbeiten, dass wir das auch bleiben. So machen wir jetzt weiter!;positive;CDU;80;83
4106;svenlehmann;59;143;Das ist grauenhaft: Die Anti-Homosexuellen-Gesetze in Russland und das Wegschauen der Polizei bei konkreter Bedrohung fuehren zu Morden wie diesem. RIP, Jelena Grigoryewa - Volle Solidaritaet mit der LGBTIQ-Bewegung in Russland!;negative;Russland;54;62
20650;TErndl;0;8;Das sind gute Neuigkeiten! Nawalny;positive;Nawalny;27;34
19736;HildeMattheis;21;46;Woechentlich kommen Zahlen ueber die Armut in unserem Land! Heute: 13,2 Mio. Menschen in Deutschland sind von Armut bedroht. Unsere Debatte ueber einen Sozialstaat der Zukunft muss weitergehen! Grundrente ist gut, aber nicht genug! Wir fuehren sie: DL21 Workshop am 15/16.Maerz!;negative;Armut;37;42
23900;mdb_freihold;0;1;Pirmasens: Schuelerdemo fuer Klimaschutz ist gelebte Demokratie In Pirmasens demonstrierten heute Schuelerinnen und Schueler fuer den Klimaschutz. Diese Kinder und Jugendlichen leben Demokratie.... Fridaysfor Future Weiterlesen:;positive;Klimaschutz;29;40
20455;andreassteier;5;29;Wir muessen kuenstliche Intelligenz vorantreiben und Geld in Bildung und Forschung investieren. AKK KI Politischer Aschermittwoch;positive;Forschung;73;82
2450;Thomas_Bareiss;0;0;(6) mir geht es also nicht um Solarenergie gegen Kernfusion. Mir geht es darum, mit welchen Technologien wir in Zukunft schnell unsere Ziele einer wettbewerbsfaehigen, CO2 freien, sicheren und umweltfreundlichen Energieversorgung erreichen. Da haben dt Tueftlerr noch viel vor;positive;Energieversorgung;212;229
1233;DirkSpaniel;16;32;Heute in Aachen: Neuer Dt.-frz. Vertrag. Ein Punkt: Kulturelle Vielfalt foerdern. Also noch mehr Afrika Islam, Banlieues+Clans, Migration?! Europa ist seit Jahrhunderten bunt und vielfaeltig genug. AfD Aachener Vertrag Merkel Macron;negative;Vielfalt;63;71
1673;b_riexinger;29;44;Erdogans perfider Plan: Alle Kritikerinnen und Kritiker einsperren oder aussperren. Ich druecke bei der Wahl unseren Freunden von der HDP die Daumen!;negative;Erdogans;0;8
19851;th_sattelberger;19;84;Alltaeglicher Bildungswahnsinn in der Krise: Thueringer Datenschuetzer droht mit hohen Bussgeldern gegen engagierte Lehrer,die das Bildungsfiasko in Coronazeiten mildern |;negative;Coronazeiten;149;161
12296;sebast_hartmann;0;7;Am 9. November 1938 standen mehr als 1.400 Synagogen in Flammen. Tausende juedische Geschaefte wurden zerstoert. Mehrere Hundert Juedinnen und Juden wurden ermordet. Dieser Tag ermahnt uns, den Kampf gegen Antisemitismus, Hass und Hetze ernst zu nehmen.;negative;Antisemitismus;206;220
20741;korkmazgt;8;46;Wir brauchen endlich ein Lieferkettengesetz gegen Ausbeutung in der weltweiten Warenproduktion! und kaempfen schon so lange dafuer. Wann versteht das der Koalitionspartner und steht nicht mehr quer im Stall?;negative;Ausbeutung;50;60
2589;Schwarz_MdB;0;1;Abwarten... die Menschen merken langsam was gruene Klimapolitik fuer den Arbeitsmarkt und die Energiepreise bedeutet. Gruenen;positive;Klimapolitik;51;63
15666;lgbeutin;8;36;LINKE, die sich ernstnimmt, verbindet Friedenspolitik mit Kampf fuer Klimagerechtigkeit, stellt sich nicht auf Seite der Konzerne, tritt fuer konsequenten Klimaschutz ein, in Verbindung mit globaler Gerechtigkeit. Kein Grad Weiter nordstream2 trump;positive;Klimagerechtigkeit;69;87
2330;ChrisKuehn_mdb;1;1;Seehofer schlaegt als Bauminister vor, was er als MP verhindert hat. Hoffe, dass jetzt nicht blockiert. Um die Klimaschutzluecke im Gebaeudebereich zu schliessen reicht der Vorschlag allerdings nicht. Da muss mehr kommen.;negative;Klimaschutzluecke;111;128
19723;AndrejHunko;0;0;Im Gegensatz zu dem Transitmechanismus nach Niger sollen die nach Ruanda gebrachten Gefluechteten anschliessend in ihr Heimatland zurueckkehren. Fuer Viele bedeutet das eine Rueckkehr in Unterdrueckung, Verfolgung und Armut.;negative;Gefluechteten;84;97
18144;NordMdb;0;0;Ich bin in etwa so lustig wie sie. Ansonsten schliessen sich rechts und neoliberal nicht aus. Spaetestens seit Pinochet weiss man das. Mit Links wie ich es meine, geht das allerdings nicht. Der staatlich organisierte Konzern-Lobbyismus der CDU hat fuer mich damit ebensowenig zu tun.;negative;CDU;240;243
23224;steffilemke;7;5;Arbeitsplatzverluste in der Windkraftbranche Die Politik (der Bundesregierung) hat uns den Stecker gezogen.;negative;Arbeitsplatzverluste;0;20
25243;arnoklare;0;1;Zum Beispiel beim neu eroeffneten Teilstueck ueber das Stadtviadukt Muelheim. 3,7 Millionen Euro kamen aus Staedtebaufoerdermitteln des Landes und des Bundes, weitere 1,6 Millionen Euro vom Regionalverband Ruhr (https://t.co/L8O4CS9bRC) -TK;positive;Staedtebaufoerdermitteln;107;131
21470;thomasgebhart;0;0;Vieles beginnt mit der Verrohung der Sprache, mit radikalen, hasserfuellten und menschenverachtenden Parolen. Es tut mir in der Seele weh, was am Wochenende in Jockgrim geschieht. In meiner Heimat. 2/3;negative;menschenverachtenden;80;100
13431;StefanGelbhaar;1;12;Luetke-Daldrup - Geschaeftsfuehrer Flughafen Berlin - widerspricht Behauptungen, es kaeme zu Kapazitaetsengpaessen am BER. Fuer die TXL-Liebhaber: Ich hoere ja immer von uebelsten Kapazitaetsengpaessen in TXL. nurmalso;negative;Kapazitaetsengpaessen;93;114
1948;aggelidis_fdp;0;0;Liebe liebe die Studie der zeigt: Kinder wollen mehr Teilhabe und Zuwendung, finanzielle Unterstuetzung allein reicht nicht aus. Es ist Zeit fuer eine Radikalreform, die die richtigen Schwerpunkte setzt. bildung kinderarmut;negative;kinderarmut;212;223
10862;BriHasselmann;2;18;Beratung, Abwaegung, Entscheidung und Kontrolle gehoeren ins Parlament. Das Regieren per Erlass oder Verordnungsermaechtigung schwaecht auch die Akzeptanz fuer wichtige Massnahmen zur Bekaempfung der Pandemie.;positive;Parlament;61;70
646;markuskurthmdb;0;0;Der Plan der Bundesregierung, die Grundrente zum 1. Januar 2021 an alle auszuzahlen, ist angesichts der Corona-Krise noch unrealistischer geworden.;negative;Grundrente;34;44
3127;s_muenzenmaier;23;92;Heute findet die vor Gericht erkaempfte Af D-Kundgebung fuer den Schutz der Grundrechte in Stuttgart statt. Unser Team ist live vor Ort und wir berichten fuer Sie in unserem Liveticker: TM;positive;Grundrechte;76;87
17648;TabeaRoessner;8;24;In den Niederlanden entfernt der oeffentlich-rechtliche Rundfunk seine Logos von Dienstwagen, um seine Mitarbeiter*innen zu schuetzen. Mir wird angst und bang. Angriffe auf Journalisten, sind Angriffe auf die Demokratie. NOS OeRR Pressefreiheit;negative;Demokratie;209;219
25904;steffilemke;0;5;Das Seehofer-Theorem - Phraseneskalation statt Regierungshandeln fuehrt in die Sackgasse.;negative;Regierungshandeln;47;64
20468;ulle_schauws;2;6;Der CDU Fraktionsvorsitzende NRW, der negative Fantasien fuer junge Menschen und ihre Familien Fridays For Furture aufbringt aber keine positiven Ideen fuer Klimaschutz+Zukunft der naechsten Generationen? Wie waere es, wenn er seinen Job macht?;positive;Klimaschutz;157;168
3082;NicoleGohlke;4;11;Durchschnittsmiete von 17,10 EUR/qm. Das macht 1000 EUR kalt fuer neuvermietete 58 Quadratmeter-Wohnung - nach oben keine Grenze. Fuer rund 270.000 Menschen, die in Muenchen in Armut leben, ist das unbezahlbar. Mietenwahnsinn 6Jahre Mietenstopp;negative;Mietenwahnsinn;211;225
5732;akbulutgokay;0;7;ch bin bestuerzt ueber den Anschlag in Hanau!11 Menschen wurden getoetet, viele verletzt. Mein herzliches Beileid und tiefes Mitgefuehl gelten den Familien der Opfer! Aktuelle Hinweise deuten auf einen Rechtsextremistischen Anschlag! hanau;negative;Anschlag;27;35
13700;KaiGehring;0;3;Erbas, Erdogan Haben Sie nichts Besseres zu bieten als unsaegliche Hetze gegen Minderheiten wie LSBTI? Liebe ist Liebe und kein Verbrechen! Homosexualitaet;negative;Homosexualitaet;140;155
20504;DirkSpaniel;103;241;Uns gehts doch gut, gell, liebe Altersarmut betrifft Andere, die Islamisierung beginnt erst hinterm Gartenzaun, Fahrverbote sind gut fuer die Gesundheit, Kriminalitaet gibts nur im Fernsehen und Meinungsfreiheit gilt fuer alle Bessermenschen ... Propagandamedien;negative;Propagandamedien;246;262
18469;sven_kindler;0;4;Haushaltsausschuss beginnt mit Diskussion mit zur europaeischen Finanzpolitik und dem Urteil des Bundesverfassungsgerichts. Coronacrisis Bundestag;positive;Finanzpolitik;64;77
10926;florianpronold;0;1;Die Ergebnisse des Klimakabinetts sind ein Meilenstein bei der Bewaeltigung der Herausforderungen durch den Klimawandel. Ich freue mich sehr ueber die Einigung!;positive;Klimawandel;108;119
5423;StefanGelbhaar;5;13;Richtige Gedanken in der Taz. Verkehrswende in den Aussenbezirken gibt es nicht fuer lau.;positive;Verkehrswende;30;43
1743;SteinekeCDU;3;20;Die Pressefreiheit ist ein Grundpfeiler unserer Demokratie. Ohne sie und das Recht der freien Meinungsaeusserung ist ein friedliches und freies Zusammenleben kaum denkbar. Das wusste schon Thomas Jefferson tagderpressefreiheit;positive;Pressefreiheit;4;18
5791;ulschzi;0;2;Hat sich Frau Oezouz das neu ausgehandelte Zusammenleben so vorgestellt? Indem unsere Gesetze nicht respektiert und die Vollstreckungsbeamte angegriffen werden? AfD Af Dim Bundestag;negative;AfD;161;164
549;fbrantner;0;6;Es geht nicht nur um Moria. Wir brauchen ueberall eine Loesung. Seehofer muss dafuer statt reiner Innenpolitik eine realistische Asylpolitik machen mit einer Koalition der Willigen, ersten Checks vor Ort und Verfahren in den EU-Laendern.;negative;Innenpolitik;98;110
12222;christianduerr;13;75;Und immer noch ueberweist die Bundesregierung hunderte Millionen Euro an China, als Entwicklungshilfe. Die Chinesen lachen sich ins Faeustchen.;negative;China;73;78
20873;KatrinHelling;1;2;Seitdem zeichnet sich das Handeln von allerdings durch Ignoranz, Verzoegerungs- und Hinhaltetaktik aus. Deshalb hier mal ein Faktencheck zur Sterbehilfe.;negative;Sterbehilfe;141;152
11403;AndreasBleckMdB;2;9;Mit Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!;negative;Merkel;4;10
19755;s_muenzenmaier;4;13;Weniger Herrenchiemsee und mehr Ehrlichkeit. Die Corona-Politik von Markus Soeder wird vom anerkannten Facharzt und CSU-Mitglied Prof. Dr. Hans Theiss komplett auseinandergenommen. Mehr unter: TM;negative;Soeder;75;81
9587;R_Hartwig_AfD;78;305;Weil wir einen Kandidaten seiner Partei zum Ministerpraesidenten gewaehlt haben? Offensichtlich ist die FDP wieder einmal dabei, sich ueberfluessig zu machen!;negative;FDP;104;107
21150;FrankSchwabe;2;1;Ros Montt steht fuer eines der schwaerzesten Kapitel von Guatemala und ganz Lateinamerika. Aber gleichzeitig auch fuer den Willen der Ueberlebenden Rechtsstaatlichkeit, Demokratie und Menschenrechte durchzusetzen und Verbrecher zur Rechenschaft zu ziehen.;positive;Menschenrechte;184;198
21693;michel_brandt_;9;15;Konzerne sind im Kapitalismus den Profiten verpflichtet und werden ihre Produktion und Geschaeftsmodelle nicht freiwillig nach den Menschenrechten ausrichten. Darum braucht es Regulierung, Gesetze und eine effektive Durchsetzung! Die Linke;negative;Menschenrechten;131;146
24522;katjakipping;136;761;Um die Coronakrise sozial abzufedern, muessen die Barrieren bei HartzIV ausgesetzt werden: Keine Vermoegenspruefung. Wer online Antrag stellt, erhaelt pauschal Regelsatz KdU fuer die Dauer der Pandemie. So geht Soforthilfe konkret!;negative;Vermoegenspruefung;97;115
8503;fbrantner;1;57;Ich freue mich sehr ueber die Wahl zur stellvertretenden Parlamentarischen Geschaeftsfuehrerin! gruene Kraftvoraus;positive;gruene;96;102
18470;Mi_Muentefering;81;573;Heute vor 65 Jahren kamen die ersten Gastarbeiter zu uns nach . Ihre Leistung wird bis heute viel zu wenig gewuerdigt. Es ist an der Zeit, dass wir diesen Menschen ein Denkmal in unserer Mitte setzen - als Ort des Dialogs. Denn ihre Geschichte ist unsere gemeinsame Geschichte.;positive;Gastarbeiter;37;49
25684;thomashitschler;0;25;Jetzt auf dem Weg zu einer spannenden Tour. Erst geht es zu nach Munster, um mit ihm und vielen vielen anderen ueber die Bundeswehr zu sprechen. Danach mit der nach Berlin zur Hospitation beim BND (!!!);positive;Bundeswehr;121;131
16703;MiRo_SPD;1;21;Warum waren niedrige Kosten wichtig? Versch. EU-Staaten waren nicht bereit, in der Finanzierung teure Risiken mit innovativen Impfstoffen einzugehen. Neg. Folgen wird aber kaum haben, denn: Gesicherte Dosen werden entsprechend der Bestellungen auf die EU-Laender verteilt. 10/;negative;Impfstoffen;126;137
2894;lgbeutin;21;119;Als Morales in Bolivien sich nach Stimm-Auszaehlung zum Sieger erklaerte, erkannte Trump das nicht an unterstuetzte Putsch. Jetzt erklaert er sich vor Vorliegen der Ergebnisse zum Sieger Demokratie in USA ist angegriffen, der Horrorclown zerstoert sie USElection2020;negative;Demokratie;187;197
23883;UliGroetsch;1;21;Coole Aktion von ! Respekt dass ihr auf das Thema Seenotrettung aufmerksam macht und an spendet. Damit sichert ihr die 5. Mission der Alan Kurdi Tausend Dank;positive;Seenotrettung;50;63
17941;ch_buchholz;50;153;Mit ihrer Obergrenze spielt die Union Rassisten in die Haende. Rechte Hetze ist das Problem, nicht Fluechtlinge.;negative;Rassisten;38;47
15050;sven_kindler;12;88;Es darf keine Kaufpraemie fuer schmutzige Benziner oder Dieselautos geben. Nur fuer emissionsfreie E-Autos ist das vorstellbar. Alles andere waere aberwitzig angesichts der Klimakrise und der notwendigen Transformation der Autoindustrie. Fight Every Crisis;negative;Klimakrise;173;183
