doc_id;full_text;topic;label
DietmarBartsch15980972561;Nicht die Pensionen sind zu hoch, sondern viele Renten zu niedrig. Millionenfache Altersarmut droht. Wir brauchen eine Rentenkasse, in die ALLE einzahlen. Andere EU-Laender sichern ihre Buerger ueber die gesetzliche Rente deutlich besser ab als wir.;Renten;negative
DietmarBartsch16061212901;Das ist absurd! Wenn Verdaechtige selbst entscheiden, ob gegen sie ermittelt wird, sind Rechtsstaat und internationale Politik am Ende. Dieser Einsatz ist das Papier nicht wert, auf dem er steht. Waffenschmuggel Libyen Tuerkei Bundeswehr;Waffenschmuggel;negative
DietmarBartsch16074237401;Das Scheitern von Haseloff ist dokumentiert, die Fuehrungslosigkeit der Bundes-CDU ein dramatisches Problem. Kenia als angebliches Bollwerk gegen rechts ist krachend gescheitert zu Afghanistan geworden. SPD Gruene sollten umgehend ihre Minister aus der Regierung zurueckziehen.;Bundes-CDU;negative
DirkSpaniel15207614721;Seehofer Minister in Merkels Gurkentruppe schwadroniert von Sicherheit Muenchen Rauschgiftdelikte plus 92 Vergewaltigungen plus 50! Einaeugiges Bayern Vorbild fuer blindes Deutschland? Staatsversagen offenbart sich;Seehofer;negative
DirkSpaniel15233538311;IS Herrschaft benutzte Burkas zur Unterdrueckung von Frauen. Naive CDU Ministerin Eisenmann erlaubt Kopftuecher in Grundschulen? Damit Maedchen frueh Islam Unterdrueckung akzeptieren? Keine Toleranz gegen Intoleranz!;Islam;negative
DirkSpaniel15290437921;Kanzlerin der Alleingaenge versteckt sich jetzt hinter EU Recht, gaukelt partnerschaftliche Loesungen vor. Ihr Plan aussitzen und auf Zeit spielen. Frau Merkel Sie haben dem Volk Unglueck gebracht. Treten Sie zurueck;Merkel;negative
DirkSpaniel15320905961;Der Laie staunt, den Kenner wundert nichts mehr. CDU BW wird zum Handlanger links-gruener Fahrverbotsfetischisten. Gesunder Verstand ist bei CDU out. Sie unterwerfen sich gruener Ideologie, verraten die Buerger;CDU;negative
DirkSpaniel15357942801;Vergewaltigung eines 10jaehrigen durch gleichaltrige Schueler. Absoluter Wahnsinn! Taeter aus Afghanistan und Syrien. Afghane fuer GewaltRespektlosigkeit bekannt. Konsequenz: Versetzung an and. Schule in Berlin. Da koennen sie dann neue Mitschueler terrorisieren. AfD tut not!;Syrien;negative
DirkSpaniel15363042501;Chemnitz und die unsaegliche Rolle der Medien und Merkel Armutszeugnis fuer alle Beteiligten, auch die CDU Merkelmussweg Nur noch 47 vertrauen der Presse Toter Journalismus Politikwende Af Dim Bundestag;Merkel;negative
DirkSpaniel15397516491;Siemens-Chef findet Kopftuchmaedel gut, staenkert oft gegen die AfD, aber hat kein Problem wie Saudi Arabien, wo Menschen einfach verschwinden. Doppelmoral vom Feinsten.;Doppelmoral;negative
DirkSpaniel15405581211;Freiburg 7 Syrer vergewaltigen junge Frau. OB warnt vor Pauschalurteilen gegen Fluechtlinge, keine Toleranz gegenueber Taetern. Welch eine Heuchelei! Die Taeter waren allesamt polizeibekannt. Wie viele Frauen werden wohl am Sonntag wieder CDU und Gruene waehlen? Ltw Hessen AfD;Syrer;negative
DirkSpaniel15418596641;Kretschmann macht den Pampa-Rambo. Jetzt sind die von den Gruenen beklatschten Maennerhorden eben da. Und der Migrationspakt lockt weitere nach Vernunft heisst AfD Af Dim Bundestag migrationspaktstoppen Intelligenz Gibtsnichtim Bioladen;Migrationspakt;negative
DirkSpaniel15441945621;CDU und SPD holen IS-Kinder nach Sie werden von den Behoerden nicht in Hinblick auf eine moegliche Radikalisierung, sondern als Opfer ihrer Eltern betreut und bei Verwandten untergebracht. Wie radikal sind die? Irre. Bananenrepublik Deutschlandistkaputt;Radikalisierung;negative
DirkSpaniel15477983791;A. Baerbock, die personifizierte gruene Tralala-Politik, plappert wieder im Staatsfunk. Wer bezahlt die Einzelfallpruefungen mutmasslicher Fluechtlinge und zumeist Armutsmigranten? Der deutsche Steuerzahler! Nur noch AfD Af Dim Bundestag Illegale Migration endlich stoppen;Fluechtlinge;negative
DirkSpaniel15484015741;Sogar Juden in der AfD wird damit das Gedenken an den Holocaust verboten. Deutschland ist krank. Sehr krank. Wie benennen das unsere Bessermenschen? Gruppenbezogene Menschenfeindlichkeit und Rassismus. Buchenwald Holocaust Memorial Day;AfD;negative
DirkSpaniel15490251211;Die AfD steht praktisch bei allen Medien auf der Schwarzen Liste. Die Partei wird ignoriert und ueber ihre Vorschlaege oder Antraege nicht berichtet. Also hier besser nicht so rumjammern und das 4.Reich herbeischwadronieren. Doppelstandards;AfD;negative
DirkSpaniel15500475711;Die SPD gibt offen zu, an der Zerstoerung der deutschen Schluesselindustrie zu arbeiten. Sozial? Nein. Unfassbar dumm. Wer Arbeitsplaetze aufgibt, schaedigt den Sozialstaat. Die AfD und Af Dim Bundestag treten fuer die Autoindustrie und gegen unsinnige Fahrverbote ein.;SPD;negative
DirkSpaniel15517707791;Macron, Europawahl2019-Werbung, Teil 3:Weltoffenes Europa muss sich Afrika zuwenden, mit dem wir Pakt fuer die Zukunft schmieden muessen. Anerkennung eines gemeinsamen Schicksals. Wie bitte? Wofuer ist die EU noch zustaendig?! Migrationspakt Hybris Deshalb AfD;Afrika;negative
DirkSpaniel15528070101;Es ist eine Schande dass 1. EU nicht willens ist, die Aussengrenzen zu schuetzen 2. Islam-Erdogan 3 Mrd. fuer nichts kassiert 3. Merkel nicht neben einer Fahne sitzt, wie es dem Gast angemessen waere 4. und trotzdem miese Deals zum Schaden der Steuerzahler abschliesst. AfD;Aussengrenzen;negative
DirkSpaniel15545261381;Die journalistische Qualitaet von liegt mittlerweile gleichauf mit Menschenrechten in Tschetschenien. Unaufhaltsamem Leserschwund bekaempft d. Relotius-Magazin mit Kasperletheater-Propaganda. Kann einem fast leid tun. AfD Af Dim Bundestag afdwirkt Toter Journalismus;journalistische;negative
DirkSpaniel15545538781;Journalistische Doppelstandards: Vergleichen Sie. Zwei Mal Antisemitismus. Einmal werden die Taeter bereits im Titel genannt, das andere Mal erst weit hinten im Text: Es sind Moslems. Berlin Islam Extremismus Relotius Toter Journalismus;Journalistische;negative
DirkSpaniel15552279041;Multikulti- und Islam-Toleranz. Moslemische Kriminelle duerfen eine Frau als Verteidigerin ablehnen. Gehe ich Recht in der Annahme, dass es sich hier um eine eindeutige Islamisierung der Justiz handelt? Frauenrechte Gleichberechtigung Af Dwaehlen;Islamisierung;negative
DirkSpaniel15565135791;Medienprogramme Habeck, wie er liebt+lebt: Kein Christ, aber Mitleidsethik des Christentums ist wichtig fuer mich. Mitleid und totalitaerer Moralanspruch - das ist gruene Politik. Sie ist gleichermassen infantil und bevormundend wie rueckschrittlich. Af Dwaehlen Europawahl2019;gruene;negative
DirkSpaniel15567642141;Linksextremisten greifen Polizei in Stuttgart bei erster Mai-Demo an. Pyrotechnik, Tritte und Schlaege. Danach Fest im linken Szenetreff Lilo Hermann.Linksextremismus ist eine Gefahr fuer die Demokratie. Deshalb AfD Af Dwaehlen kommunalwahl Europawahl;Linksextremismus;negative
DirkSpaniel15597038281;Bitter fuer Anhaenger von Klimahysterie und Klimanotstand: Herstellung von Elektroautos zerstoert doppelt so viel Umwelt wie ein vergleichbares Gefaehrt mit Verbrennungsmotor. Herstellung der Batterie : 17 Tonnen CO2! Intelligenz Gibtsnicht Im Bioladen;Klimahysterie;negative
DirkSpaniel15607439091;Mit der Luftbruecke verhinderten die USA , dass Berlin nach dem 2.WK von Sowjets ausgehungert wurde. Nun regiert dort der links-Gruene Sozialismus. Keine Landegenehmigung fuer Rosinenbomber. Erbaermlich. Schirmherr: Peinlich-Praesident Steinmeier;Sozialismus;negative
DirkSpaniel15645486581;In einem Satz drueckt sich der erbaermliche Zustand der christlichen Kirchen aus. Taeter finden Immer Verstaendnis. Ein Fuechtling ohne Trauma scheint undenkbar. Mit welchem Trauma wird die Mutter leben, die ZUSEHEN musste, wie ihr Kind zermalmt wurde. Frankfurt Hbf Kirchenaustritte;Fuechtling;negative
DirkSpaniel15780550151;Neue Diesel-Verbote in Stuttgart zeigen: Auf die CDU ist keinerlei Verlass, wenn es darum geht, Mobilitaet zu erhalten, Wirtschaft zu staerken oder Enteignungen der Buerger zu verhindern! Fahrverbote AfD;Mobilitaet;negative
Doro_Martin16020465741;Freiwilligkeit wirkt hier offenbar nicht. Die Zahl von Frauen im DAX-Vorstaenden und Aufsichtsraeten ist immer nach erschreckend niedrig. Wir brauchen hier verbindliche Regeln! Top-Frauen gibt es uebrigens viele wirsinddiehaelfte;Frauen;negative
Doro_Martin16064635141;Mazel tov! Der Haushaltsausschuss hat gestern 65 Mio. fuer den Wiederaufbau der Synagoge am Bornplatz beschlossen. Juedisches Leben wird damit wieder sichtbarer in Hamburg. Freue mich sehr!;Juedisches;positive
DrAndreasNick16057137111;Bundesmittel in Hoehe von 2,6 Mio. fliessen fuer das Projekt Freiherr von Stein und die Naturlandschaft nach Nassau an der Lahn als Teil des Modellprojekts zur Klimaanpassung in urbanen Raeumen - Ich freue mich! wahlkreis;Klimaanpassung;positive
DrHollnagel15273974691;Dr. Bruno Hollnagel: Der unheilvolle Gang in die Transfer- und Haftungsunion durch sogenannte EU-Vertiefung unter dem Deckmantel von falsch verstandener Solidaritaet und Harmonisierungsbestrebungen sollte endlich gestoppt werden!;Haftungsunion;negative
DrHollnagel15370084621;Der Umweltausschuss der EU verlangt 45 weniger CO2-Emissionen von 2021 bis 2030, und will durch planwirtschaftliche Elemente die Prinzipien der erfolgreichen freien Marktwirtschaft aushebeln. Dies gefaehrdet deutsche Arbeitsplaetze und -Steuereinnahmen.;CO2-Emissionen;negative
DrHollnagel15530862911;Mit traumwandlerischer Sicherheit betreibt die falsche Politik. Die will die Grundsteuer abschaffen. Das entlastet die Mieter. Der Grundsteuerausfall wird durch einen Hebesatz auf die Einkommensteuer ausgeglichen.;Grundsteuer;negative
DrHollnagel15828824471;Auch die EZB hat Helikoptergeld in ihrem Instrumentenkasten, wie es gerade in Hongkong eingesetzt wird. Es schadet jedoch mehr, als dass es nuetzt, denn es steigert die Inflation. In Deutschland boete sich stattdessen eine Senkung der Mehrwertsteuer an.;EZB;negative
Dr_Rainer_Kraft15527304521;Das linksradkale Klassendenken. So 19 Jhd. Faellt Ihnen nichts modernes ein, nur immer dieses ewig gestrige, laengst widerlegte Zeug? AfD Socialism Kills;linksradkale;negative
Dr_Rainer_Kraft15640431321;berichtet: 40.000 Tonnen Sondermuell jaehrlich, nur durch ausgediente Rotorblaetter. Zeit fuer reelle Umweltpolitik statt klimaathysterie Wer gruene Ideologie mit Umweltschutz verwechselt, vergeht sich an der Natur. Klimavoodoo Oekopopulismus Sozialismustoetet;gruene;negative
Dr_Rainer_Kraft15812504011;Merkel befiehlt, eine Wahl rueckgaengig zu machen. Merkel fuehrt sozialistische Saeuberungen in ihrer Partei durch. In MV wird eine FDP-Politikerin samt Tochter von Linksextremisten mit Feuerwerk beschossen. Demokratienotstand in Deutschland. Twittertrends: Wetter Fussball.;Merkel;negative
Dr_Rainer_Kraft15820933621;Linke Politik ist jeder Freiheit gegenueber feindlich gesinnt. Sich dem Sozialismus entgegenzustellen ist ein Kern des Liberalismus. Die hat das vergessen. Den Begriff Kulturmarxismus zu kriminalisieren ist kulturmarxistisches Propagandahandwerk. Niewieder Sozialismus;Sozialismus;negative
Dr_Rainer_Kraft15840238461;Wieder Handydaten geloescht. Diesmal von Wird das jetzt das Standardprozedere? Sobald ein UA droht, erst mal Daten loeschen! Keine Bundesregierung hat jemals so konzertiert das Vertrauen in die Politik zertruemmert wie die Regierung Merkel;Daten;negative
Dr_Rainer_Kraft15846308051;Der Vertrauensverlust in Politik und Medien ist ein Resultat von Haltungsjournalismus und Vermerkelung der Republik. Dass Aufrufe, zuhause zu bleiben ignoriert werden, mag auch ein Ausdruck von Dekadenz sein, ist aber letztlich ein Resulatat der Gro Ko-Politik der letzten Jahre;Vertrauensverlust;negative
Dr_Rainer_Kraft15867799381;Die AfD lehnt jede Kooperation mit Sozialisten und anderen totalitaeren Ideologen ab. Wuerden alle Parteien so konsequent handeln, ginge es unserem Land deutlich besser. Nie Wieder Sozialismus Sozialismustoetet;Sozialismus;negative
Dr_Rainer_Kraft16019054971;2/2 Wollen diese, vermeintlich buergerlichen Parteien weiter mit Sozialisten kollaborieren oder erkennen sie die Gefahr, die unserem Land droht und kehren zurueck zu buergerlichem Konservativismus? Nie Wieder Sozialismus SED Taeterpartei;Sozialisten;negative
EnricoKomning15133499271;Die Gruenen sind empoert ueber einen Wasserwerfereinsatz? Zur Erinnerung: Demokratiegegner haben versucht einen Parteitag einer demokratischen Partei zu verhindern. Ich bin empoert ueber das Demokratieverstaendnis der Gruenen! Gruene AfD Af DBpt;Gruenen;negative
EnricoKomning15302502951;Merkel wird auf europaeischer Ebene nicht mehr ernst genommen. Doch wie sollen Deutschlands Interessen weiterhin vertreten werden? Ihr Endspiel laeuft bereits... EU Bruessel AfD Af Dim Bundestag;Merkel;negative
Erhard_Grundl15582743811;und seine konservative oevp waren die steigbuegelhalter fuer die Rechten in Oesterreich. Ein Muster, das in einigen Laendern Europa s droht und das verhindert werden muss. - Kurz verschleiert die eigene Schuld am Desaster;Kurz;negative
Erhard_Grundl16013082711;Schlimme Fehler bei der Soeder Regierung, die viele Menschen in ihrer beruflichen Existenz gefaehrden. Es gibt Expertise, aber anscheinend nicht in der CSU. Sehr schlimm. Debatte ueber Kuenstler in Not: Bayerische Soforthilfe gefloppt - via;Soforthilfe;negative
EskenSaskia15962728321;Tausende Covidioten feiern sich in Berlin als die zweite Welle, ohne Abstand, ohne Maske. Sie gefaehrden damit nicht nur unsere Gesundheit, sie gefaehrden unsere Erfolge gegen die Pandemie und fuer die Belebung von Wirtschaft, Bildung und Gesellschaft. Unverantwortlich!;Covidioten;negative
EskenSaskia16043804561;Bei dem Anschlag in Wien handelt es sich offenbar um islamistisch motivierten Terror. Islamismus ist keine Herkunft und keine Religion. Er ist eine feige und menschenfeindliche Ideologie, die wir als Bedrohung von Frieden und Zusammenhalt mit allen Mitteln bekaempfen muessen.;Islamismus;negative
FrStraetmanns15501671041;Eine Folge des Mietenwahnsinn ist die Rekordzahl von ueber einer Million Wohnungs- und Obdachlosen. Unser Antrag Wohnungs- und Obdachlosigkeit bekaempfen, Zwangsraeumungen verhindern steht jetzt auf der Tagesordnung:;Mietenwahnsinn;negative
FrStraetmanns15527363291;Rassismus ist kein Orchideenthema. Rassismus ist fuer viele Menschen eine taegliche Bedrohung. Rassismus toetet. Das wurde uns gestern mit dem schrecklichen Attentat mit 49 Toten auf eine Moschee in Christchurch wieder vor Augen gefuehrt.;Rassismus;negative
FrStraetmanns15532778791;Finde ich toll! Manchmal ist es ganz einfach die AFD zu entlarven. Es gibt Hoffnung fuerdie Menschenwuerde wenn wir Menschlichkeit wirklich gross schreiben und Diskriminierung bekaempfen;Diskriminierung;positive
FrStraetmanns15923979941;Die Bedingungen, die in der Fleischindustrie fuer die Beschaeftigten herrschen, gefaehrden auch die uebrige Bevoelkerung. Mit dem Corona-Ausbruch bei Toennies muss das endlich auch der Politik klar sein!;Fleischindustrie;negative
FrStraetmanns15995568451;Die CSU und CDU reden mal wieder reflexartig davon, die Strafen fuer Handlungen gegen Polizist*innen zu erhoehen, die schon 2017 drastisch verschaeft wurden. Das hilft niemandem und greift nur autoritaere Stimmungen auf. Polizei;Polizei;negative
FrankSchwabe15176505031;Mal ganz ehrlich. Bei einer Regierungsbeteiligung der haette es keinen konkreten Kohleausstieg, keinen CO2-Mindestpreis, nicht mal ein Klimaschutzgesetz gegeben. Und eine deutliche Erhoehung der Ausbauziele EE auch nicht. Oder? Vieles geht mit CDU einfach nicht.;CDU;negative
FrankSchwabe15474841551;Schreckliche Berichte ueber die Situation der LGBTI in Tschetschenien. Die Verantwortung fuer die bestialischen Verbrechen von Kadyrow traegt die russische Regierung in Moskau! Free Oyub Titiev;Tschetschenien;negative
FrankSchwabe15483998011;Es schliesst sich zusammen was nicht zusammengehoert. Die neue rechtsextreme Fraktion in der Parlamentarischen Versammlung des Europarats stellt Laender und Menschen gegeneinander und tritt die Werte des Europarats mit Fuessen. AfD Lega Nord FPOe Europarat;rechtsextreme;negative
FrankSchwabe15725914321;Der Umgang Russlands mit dem Internet ist ein fundamentaler Angriff auf die Meinungsfreiheit. Er hat eine neue Dimesion der Verletzung grundlegender Menschenrechte und muss vom Europarat untersucht werden. Russland;Russland;negative
FrankSchwabe15765852411;Ein einziges Drama. Auf der einen Seite freue ich mich, dass ein Mensch aus meinem Wahlkreis aus der Tuerkei zurueck nach Deutschland kommt. Gleichzeitig neue Verhaftungen. Der Angriff auf Menschenrechte und Demokratie und die Hexenjagd muessen aufhoeren. Erdogan;Tuerkei;negative
FrankSchwabe15809260681;Eine Mischung aus Dilettantismus, Chuzpe und Demokratieverachtung. Das ist das was und in Thueringen heute aufgefuehrt haben. Der Schaden ist da. Er kann nur durch sofortige Neuausrichtung der Parteien in Berlin eingehegt werden.;Thueringen;negative
FrankSchwabe15937862641;Wie kann ein Land der Welt auf die Idee kommen, Menschen, die sich fuer Menschenrechte einsetzen, einzusperren? Wie koennt Ihr Menschen von amnestyinternational einsperren, Tuerkei? Das ist so bitter, so niedertraechtig und so sehr zum Schaemen. Taner Kilic Idil Eser Free Them All;Tuerkei;negative
FrankSchwabe15958382331;Das gesellschaftliche Klima vergiften und die Menschen gegeneinander hetzen. Aber in der Sache nichts zur Loesung der Probleme beitragen. Das ist das Gift des Rechtspopulismus. Corona Seenotrettung Italien Refugees;Rechtspopulismus;negative
FrankSchwabe16070888821;Die Tuerkei ueberschreitet die rote Linie und gefaehrdet die Mitgliedschaft in der Wertegemeinschaft Europarat. Die Urteile des Gerichtshofs sind heilig. Osman Kavala;Tuerkei;negative
Frank_Magnitz15160059721;Die oeffentlich-rechtliche Filterblasen schmieren sich gegenseitig Honig ums Maul. Die Abschaffung des GEZ-Beitrags gibt es nur mit der AFD. Setzen wir dem Staatsfunk ein Ende!;Staatsfunk;negative
Frank_Magnitz15202676991;16 linksextremistische Anschlaege in Bremen seit 2015=Totenstille im Bremer Rathaus Schmierereien an Fatih-Moschee und Bunker Valentin=sofortige Empoerung von Carsten Sieling und linker Entourage Hier herrscht freies Gewaehr fuer linke Gewalt! linker Sumpf aufdemlinken Augeblind;linksextremistische;negative
Frank_Magnitz15206007961;Die SPD-Vorsitzende von Baden Wuerttemberg fordert mehr Geld fuer Fluechtlinge auf Grundlage ihrer ganz eigenen Wahrnehmung und offenbart mal wieder die Weltfremdheit der SPD-Bonzen. AfD;Fluechtlinge;negative
Frank_Magnitz15214578471;Das muss man auch mal hinbekommen. Da findet man bei linken Aktivisten (was eine Untertreibung) Sprengstoff und die Schreiberlinge beim bebildern das Ganze mit Nazi-Demos, Antifa-Blatt auf Niveau der Qualitaetsjournalismus Fake News;Qualitaetsjournalismus;negative
Frank_Magnitz15215426521;Man benoetigt schon eine grosse Portion Geschichtsvergessenheit, ausgerechnet den Sozialdemokraten ein gestoertes Verhaeltnis zum Terrorismus vorzuwerfen. Unsere politisch-gefaerbte Einordnung gib uns heute! ARD glaenzt wieder mit Qualitaetsjournalismus. Listhaug;Qualitaetsjournalismus;negative
Frank_Magnitz15235207231;Es bahnen sich katastrophale Folgen der unterirdischen Besetzung des Aussenministeriums an. Erst bescherte uns Maas die Zensur mit dem NetzDG und jetzt wird er zum Kriegstreiber. AfD Syrien;Maas;negative
Frank_Magnitz15263898311;Solange die Wiedereinreise abgeschobener Asylanten nicht konsequent verhindert wird, bleibt das unwirksame Symbolpolitik, Kraftmeierei zur Waehlerberuhigung. Zeitgleich nimmt der Bremer BAMF-Skandal ungeahnte Dimensionen an, Seehofer als Beihelfer der Anti-Abschiebe-Industrie.;Asylanten;negative
Frank_Magnitz15354501461;Die Mobilisierung in Chemnitz beruht vor allem auf dem real existierenden Problemen der Massenmigration und seiner negativen Auswuechse wie der Messerkriminalitaet. Unsere Wahrheitssysteme trifft es gut, ihre Methode: Verschweigen, Uebersehen und Wegducken.;Massenmigration;negative
GoeringEckardt15529879891;Kadyrow ist ein Willkuerherrscher von Putins Gnaden. Der Kreml traegt die Verantwortung fuer die lange Liste schwerer Menschenrechtsverletzungen in Tschetschenien. Wir stehen an der Seite derjenigen, die wie Titijew fuer ein demokratisches und rechtsstaatliches Russland eintreten.;Tschetschenien;negative
GoeringEckardt15694096171;Freue mich sehr Putins Geisel Oleg Senzow in Freiheit zu sehen. Wir muessen weiter darauf draengen, dass alle politischen Gefangen in Russland freigelassen werden! freethemall;freigelassen;positive
GoeringEckardt15706271531;Ich bin von den furchtbaren Taten in Halle zutiefst bestuerzt. Mein tiefes Mitgefuehl gilt Angehoerigen und Verletzten. Die Sicherheit aller steht im Mittelpunkt. Ich bin entsetzt ueber den moeglichen antisemitischen Hintergrund. Wir stehen fest an der Seite der juedischen Gemeinde.;Halle;negative
GoeringEckardt15747767991;Der Gesetzentwurf, den die Bundesjustizministerin vorgelegt hat, enttaeuscht auf ganzer Linie er bleibt sogar hinter der UN-Kinderrechtskonvention zurueck. Deshalb brauchen wir STARKE Kinderrechte im Grundgesetz Stark Fuer Kinderrechte;Kinderrechte;negative
GoeringEckardt15923999401;Seehofer konstruiert eine Diskriminierung seiner Beamten, die es nicht gibt. Er treibt so einen Keil zwischen Polizei und Gesellschaft, wo wir viel mehr mit vereinten Kraeften gegen Diskriminierung kaempfen muessen. LADG;Polizei;negative
GoeringEckardt16001751481;Jedes Kind, das der katastrophalen Situation entkommt, zaehlt. 1.500 Menschen von ALLEN griechischen Inseln aufzunehmen, ist aber ein weiteres Alibi-Angebot. Allein auf Lesbos leben laut UNHCR 4.000 Kinder. Lassen wir sie weiter in Not?;Lesbos;negative
GoeringEckardt16006964571;Was bei den Hilfen fuer Selbstaendige schief laeuft, legt die Kleine Anfrage von offen. Sie zeigt auch: Selbstaendige Frauen rutschen ueberproportional stark in Hartz IV ab. Ein Geschlechtergerechtigkeitscheck fuer Krisenmassnahmen ist ueberfaellig!;Frauen;negative
GoeringEckardt16070102371;Diese Einigung zwischen EU-KOM und Griechenland ist eine Farce. Die ueber 7.000 Gefluechteten auf Lesbos in den provisorischen Zeltlagern koennen nicht laenger in diesen schlimmen Zustaenden leben. Sie muessen JETZT menschenwuerdig untergebracht werden!;Lesbos;negative
GregorGysi15550640391;Ich finde es beschaemend fuer die EU, dass Whistleblower bei uns zuallererst Angst vor einer moeglichen Strafverfolgung haben muessen. Die Bundesregierung sollte sich fuer den EU-weiten Schutz von Whistleblowern einsetzen. Wie waere es, Julian Assange politisches Asyl anzubieten?;Whistleblower;negative
GruenClaudia15193912881;Dabei wirbt Nordstream2 so gerne damit, dass es fuer billige Preise in Deutschland sorgt....Das Gas geht uebrigens vollstaendig weiter nach Tschechien.... Oekologisch, oekonomisch und europapolitisch eine Katastrophe. Die SPD wird aber weiter ihren Freund Putin pampern.;Nordstream2;negative
GruenClaudia15894612291;Ja, fuehlt euch angeekelt. Es ist widerlich, beschaemend und leider voellig normal. Jeder, der glaubt, dass wir in einer voellig gleichberechtigten Welt leben, sollte sich diese 15 min angucken, und alle anderen auch! maennerwelt JKLive;gleichberechtigten;negative
GruenClaudia16100527791;Nordstream2 zementiert die Abnahme und Nutzung von fossilien Gas und behindert so den Ausbau und die Nutzung von Alternativen wie Wasserstoff, e Fuels und anderen PowertoX Engergietraegern. (6/x);Nordstream2;negative
GrueneBeate15304666411;Noch immer kein Kommentar aus Muenchen. Noch verantwortungsloser geht es nicht. Rechtsruck = unertraeglich. Diese regionale CSU ist immerhin Regierungsfraktion. Sie sollte sich endlich den Themen annehmen, die viele Menschen umtreiben Pflege bezahlbare Mieten Armut Klimaschutz;CSU;negative
GrueneBeate15305646341;Dieser Kompromiss ist keine Antwort auf Fluchtursachen und ignoriert, dass gleichzeitig Fluechtlinge im Mittelmeer ertrinken und Seenotretter festgesetzt und kriminalisiert werden. Rechtsruck CSU Das alles ist schwer auszuhalten. Was fehlt ist Humanitaet;CSU;negative
GrueneBeate15924186781;Unsaeglich schlechten Arbeitsbedingungen in der Fleischindustrie sind schon lange bekannt. Toennies ist Corona-Hotspot 657 Infizierten. Reicht das jetzt endlich, damit diese Ausbeutung endlich gesetzlich verhindert wird? Werkvertraege Arbeitsschutz;Fleischindustrie;negative
GrueneBeate16041663641;Enttaeuschend beim Antrag FDP zum Homeoffice mobil Arbeiten geht es in erster Linie wieder nur um das Arbeitszeitgesetz. Viel wichtiger waere echte Zeitsouveraenitaet - bei der Dauer, Lage und Ort der Arbeitszeit. Notwendig ist Freiheit und Schutz. Digitalisierung;Homeoffice;negative
HHirte15965682591;Die Bilder aus Beirut machen sprachlos und traurig. Meine Gedanken sind bei den vielen unschuldigen Opfern, die jaeh aus dem Leben gerissen wurden, bei den Verletzten und bei ihren Angehoerigen.;Beirut;negative
HajdukBundestag15444502681;Es ist ein wichtiges politisches Zeichen, dass heute der Nobelpreis fuer Wirtschaftswissenschaften u.a. an William Nordhaus geht. Er verbindet Klimawandel mit Wachstum berechnet auch die hohen Kosten der Erderwaermung. Gute Erinnerung puenktlich zum Endspurt der COP24;Nobelpreis;positive
HajdukBundestag15518855131;Jetzt entsteht ein europaeischer Flickenteppich,das ist das falsche Signal.Wir sollten doch gerade vor der Europawahl beweisen,dass die EU gemeinsam starke und effektivere Loesungen bieten kann.Bei der Digitalsteuer wurde Chance vertan, auch wg. bremsender Bundesregierung;Digitalsteuer;negative
HeikeHaensel15169744601;Es ist eine Schande, dass Gruender Klaus Schwab, die Steuerreform von Trump in den hoechsten Toenen gelobt hat. Damit zeigt das wef18 sein wahres Gesicht: Milliardengeschenke an Reiche u Konzerne auf Kosten der Allgemeinheit werden hier gefeiert u organisiert. WEF abschaffen!;Steuerreform;negative
HeikeHaensel15227751921;Nach der vorschnellen Ausweisung russischer Diplomaten und der Aussage, es gaebe Fakten und Indizien, die nach Russland weisen, hat Aussenminister Maas seinen ersten handfesten Skandal produziert, der nicht ohne Folgen bleiben darf Skripal Russland;Maas;negative
HeikeHaensel15236835911;Die US-gefuehrten Angriffe auf Syrien sind voelkerrechtswidrig, sie finden statt waehrend Chemiewaffeninspekteure vor Ort sind, um die Vorwuerfe zu untersuchen. Internationales Recht erodiert. BuReg muss Angriff verurteilen. Keine Unterstuetzung! Abzug der Bundeswehr sofort!;Syrien;negative
HeikeHaensel15308869311;Das ist ja ein schlechter Witz Syriza hat auch sonst keine progressiven Signale gesetzt: Verlaengerung Russland Sanktionen zugestimmt, CETA JEFTA zugestimmt, Ruestungausgaben erhoeht u Tuerkei als sicheres Herkunftsland anerkannt fuer Abschiebungen Merkel-Erdogan-Deal;Syriza;negative
HeikeHaensel15542278001;Reinhard Grindel tritt als DFB Praesident zurueck, behaelt aber seine Aemter bei der FiFA und UEFA fuer schlappe 500 000 Euro im Jahr? Ist das allen Ernstes ein Neuanfang DFB ?? Diese Versorgungsposten mit einer halben Million pro Jahr muss Grindel abgeben!;DFB;negative
HeikeHaensel15572392721;Dieses Urteil ist skandaloes! Die rechte Hand v Sektenfuehrer Paul Schaefer Colonia Dignidad bleibt straffrei, obwohl er in Chile bereits wegen Beihilfe zu sexuellem Missbrauch v Minderjaehrigen verurteilt wurde. Es gibt in D Zeugen, die nicht gehoert wurden;Chile;negative
HeikeHaensel15706359351;Trauer um die Opfer u Schock ueber diese menschenverachtende Tat gegen die Juedische Gemeinde in Halle . Es ist bedenklich, wenn aus Sicherheitskreisen wenige Stunden nach der Tat bereits von einem Einzeltaeter gesprochen wird! Wer sind diese Kreise??;Halle;negative
